Sales_Volume,Product_Cost,Revenue,Total_Costs,Profit
225.36,18.53,11268.04,9175.55,2092.49
324.24,21.72,16211.89,12042.54,4169.35
183.77,18.68,9188.50,8433.33,755.17
276.98,20.43,13849.15,10659.49,3189.66
348.56,20.23,17427.97,12052.45,5375.52
334.94,21.49,16746.80,12198.63,4548.17
326.73,21.80,16336.29,12123.14,4213.15
250.34,21.39,12517.19,10354.37,2162.82
273.90,15.79,13695.11,9324.37,4370.75
190.75,22.39,9537.54,9270.58,266.95
350.07,23.05,17503.64,13070.79,4432.85
300.78,19.04,15038.96,10725.56,4313.40
347.36,20.47,17368.04,12111.62,5256.42
241.12,18.22,12056.11,9392.85,2663.27
261.11,16.10,13055.29,9204.65,3850.64
263.52,18.52,13175.76,9880.98,3294.78
145.38,18.92,7269.03,7750.56,-481.53
265.18,19.29,13258.91,10115.37,3143.54
374.56,18.08,18727.91,11772.83,6955.09
409.36,18.53,20467.86,12586.68,7881.18
303.68,19.98,15183.87,11066.86,4117.01
290.89,18.46,14544.65,10369.75,4174.90
149.66,21.09,7482.93,8155.86,-672.93
401.70,21.36,20084.81,13581.56,6503.24
132.26,24.76,6613.08,8274.90,-1661.82
433.52,22.25,21675.85,14646.34,7029.51
297.83,20.49,14891.57,11101.44,3790.14
265.39,18.76,13269.64,9978.63,3291.01
422.14,20.59,21106.89,13690.76,7416.13
144.17,20.65,7208.66,7977.64,-768.97
317.01,18.97,15850.41,11014.71,4835.69
310.04,21.57,15501.92,11686.74,3815.18
232.46,17.20,11623.00,8999.20,2623.80
285.23,19.51,14261.61,10565.22,3696.39
333.21,21.11,16660.50,12034.64,4625.87
352.25,19.42,17612.59,11842.43,5770.16
107.57,19.59,5378.64,7106.98,-1728.33
428.92,19.72,21446.23,13460.29,7985.93
214.73,18.33,10736.29,8935.67,1800.63
236.70,22.35,11834.92,10289.69,1545.23
245.18,17.96,12259.11,9404.43,2854.68
155.01,20.64,7750.28,8198.74,-448.47
199.22,20.83,9960.89,9149.17,811.72
466.95,18.10,23347.72,13453.16,9894.56
258.80,20.15,12939.98,10213.83,2726.15
196.04,18.18,9802.11,8564.19,1237.92
192.52,22.78,9625.82,9385.93,239.90
350.19,17.72,17509.47,11206.21,6303.26
392.14,18.69,19606.83,12329.90,7276.93
243.37,17.55,12168.71,9271.60,2897.12
140.90,17.28,7044.97,7435.39,-390.42
233.59,23.18,11679.67,10415.26,1264.41
167.24,21.09,8362.01,8526.35,-164.34
190.95,20.28,9547.42,8872.54,674.87
285.80,18.69,14289.87,10340.65,3949.22
235.62,21.82,11781.13,10140.16,1640.97
303.22,18.35,15160.75,10564.47,4596.28
242.41,21.59,12120.31,10232.89,1887.42
431.03,18.25,21551.44,12868.42,8683.02
413.26,18.71,20662.81,12732.43,7930.38
313.84,21.52,15692.00,11752.76,3939.24
268.39,21.73,13419.31,10831.40,2587.91
274.62,21.19,13730.94,10820.53,2910.41
281.52,17.90,14075.82,10039.33,4036.49
352.37,19.11,17618.66,11732.64,5886.03
290.08,20.31,14504.09,10892.66,3611.43
392.94,18.30,19647.06,12191.39,7455.67
433.12,22.74,21656.19,14850.07,6806.12
263.94,15.20,13196.90,9010.83,4186.07
312.53,18.44,15626.57,10763.87,4862.71
187.20,18.98,9360.20,8553.29,806.90
226.64,15.00,11331.97,8399.59,2932.38
281.87,17.21,14093.58,9850.32,4243.26
228.44,21.25,11421.88,9854.43,1567.45
400.63,20.06,20031.31,13036.79,6994.52
212.53,23.15,10626.48,9919.27,707.21
290.93,23.09,14546.32,11717.62,2828.70
322.39,20.87,16119.68,11727.09,4392.58
342.99,20.63,17149.70,12074.76,5074.94
275.06,20.13,13752.94,10537.44,3215.49
397.67,15.00,19883.34,10965.00,8918.34
314.17,17.21,15708.27,10407.06,5301.21
287.51,20.20,14375.58,10808.12,3567.46
173.34,21.23,8667.17,8680.44,-13.27
292.81,20.58,14640.43,11025.81,3614.62
380.25,18.22,19012.28,11926.20,7086.08
324.40,21.87,16219.81,12096.10,4123.70
384.13,22.96,19206.25,13821.39,5384.86
298.80,21.88,14939.94,11536.51,3403.42
197.35,21.98,9867.48,9337.59,529.89
133.03,18.88,6651.66,7511.87,-860.21
255.75,22.15,12787.42,10665.30,2122.12
344.56,20.29,17228.13,11991.70,5236.43
370.47,21.02,18523.27,12788.34,5734.94
253.82,20.73,12690.94,10261.88,2429.06
299.13,19.76,14956.44,10909.90,4046.55
283.55,18.28,14177.35,10183.24,3994.11
281.22,19.84,14061.16,10578.27,3482.89
236.04,21.97,11802.19,10186.71,1615.47
204.45,19.12,10222.47,8908.47,1314.00
225.44,21.79,11271.98,9911.58,1360.40
166.53,21.47,8326.63,8576.15,-249.51
225.90,19.40,11294.93,9382.91,1912.02
127.13,22.78,6356.53,7895.73,-1539.20
327.32,19.29,16365.86,11313.59,5052.27
259.09,23.02,12954.56,10964.05,1990.52
453.65,20.87,22682.45,14466.86,8215.58
224.49,19.97,11224.42,9482.64,1741.78
266.33,18.22,13316.59,9853.74,3462.86
269.20,19.82,13459.80,10336.40,3123.40
126.00,19.59,6300.12,7468.70,-1168.58
386.58,17.48,19329.16,11758.79,7570.37
150.59,19.56,7529.60,7946.30,-416.70
430.82,18.39,21541.09,12923.85,8617.25
407.08,21.17,20354.02,13618.70,6735.32
307.24,22.61,15361.76,11947.38,3414.39
308.92,17.55,15445.90,10420.33,5025.57
333.57,23.42,16678.68,12813.83,3864.85
275.97,19.74,13798.30,10448.37,3349.93
332.01,18.05,16600.27,10992.68,5607.58
159.85,21.52,7992.27,8439.16,-446.89
165.76,19.11,8287.78,8167.11,120.68
291.25,19.84,14562.74,10777.49,3785.26
310.18,19.19,15509.19,10952.87,4556.31
405.27,18.37,20263.28,12443.32,7819.96
191.50,21.45,9575.16,9107.36,467.80
380.89,19.43,19044.30,12399.62,6644.67
229.63,17.13,11481.47,8932.79,2548.68
277.56,21.10,13877.88,10857.05,3020.83
259.15,17.59,12957.42,9558.12,3399.30
278.92,17.69,13946.01,9935.07,4010.94
209.73,22.39,10486.26,9694.75,791.52
300.72,17.61,15035.76,10294.79,4740.97
374.03,15.37,18701.47,10747.75,7953.72
287.94,21.25,14397.17,11117.57,3279.60
298.11,19.39,14905.69,10781.10,4124.59
390.01,19.56,19500.32,12630.35,6869.97
346.65,19.37,17332.64,11715.01,5617.63
298.08,20.46,14904.08,11099.75,3804.34
243.58,18.49,12179.08,9504.93,2674.14
404.05,22.95,20202.64,14273.91,5928.73
316.05,17.05,15802.40,10387.84,5414.56
233.01,20.89,11650.53,9867.53,1783.00
246.73,21.28,12336.48,10251.45,2085.03
374.50,18.48,18725.18,11921.09,6804.09
159.43,17.95,7971.38,7862.13,109.25
474.85,22.03,23742.40,15462.97,8279.43
202.12,18.02,10105.91,8641.82,1464.09
372.27,18.79,18613.59,11993.75,6619.84
277.71,21.77,13885.67,11047.10,2838.56
298.44,20.07,14921.86,10989.48,3932.38
402.29,16.41,20114.32,11599.79,8514.52
281.75,23.49,14087.48,11619.46,2468.02
307.64,18.94,15382.24,10826.79,4555.46
162.80,19.19,8140.05,8124.88,15.17
113.70,20.51,5685.20,7332.25,-1647.05
239.94,21.25,11997.14,10098.82,1898.32
340.15,23.92,17007.29,13137.04,3870.25
198.49,16.68,9924.73,8310.86,1613.87
195.40,21.65,9769.95,9230.76,539.19
281.32,21.49,14065.99,11044.44,3021.55
332.15,19.73,16607.59,11551.92,5055.67
348.23,21.57,17411.48,12512.90,4898.59
219.48,21.87,10974.12,9799.76,1174.36
179.79,17.24,8989.69,8098.94,890.75
430.95,23.50,21547.38,15127.07,6420.31
244.41,16.88,12220.34,9126.19,3094.15
391.68,17.73,19584.22,11944.32,7639.90
395.50,19.48,19774.90,12702.89,7072.01
365.10,23.85,18254.97,13707.58,4547.39
216.22,19.38,10810.91,9191.06,1619.85
380.60,19.94,19030.10,12587.73,6442.37
364.13,22.86,18206.63,13325.58,4881.04
320.38,19.40,16019.16,11215.23,4803.93
264.24,17.64,13212.21,9662.09,3550.12
244.92,19.17,12245.81,9693.95,2551.86
198.75,22.74,9937.39,9519.84,417.55
301.96,20.14,15098.05,11082.02,4016.03
317.85,23.86,15892.43,12584.29,3308.14
269.55,21.48,13477.49,10788.82,2688.67
295.01,18.71,14750.48,10519.74,4230.74
270.53,20.10,13526.60,10438.28,3088.32
330.53,18.29,16526.58,11046.60,5479.98
411.12,18.66,20556.11,12672.83,7883.28
214.51,25.00,10725.74,10362.87,362.87
274.68,22.04,13733.94,11053.17,2680.78
206.16,21.72,10307.89,9478.20,829.69
326.78,18.75,16339.10,11128.35,5210.75
352.72,23.14,17636.18,13161.73,4474.45
426.20,22.20,21309.82,14461.06,6848.76
249.36,23.76,12468.23,10925.71,1542.52
436.89,23.67,21844.41,15339.50,6504.91
171.14,17.04,8557.04,7916.55,640.49
321.79,17.78,16089.49,10721.53,5367.96
167.61,17.99,8380.32,8015.64,364.67
407.82,18.11,20390.75,12386.39,8004.36
306.05,20.65,15302.67,11319.06,3983.62
337.36,18.87,16867.94,11364.75,5503.20
383.92,24.15,19196.10,14269.87,4926.23
209.66,23.81,10482.89,9991.82,491.07
155.56,19.99,7778.19,8109.26,-331.08
401.56,23.91,20078.23,14601.67,5476.56
258.73,22.98,12936.41,10944.61,1991.80
201.58,19.10,10078.95,8849.88,1229.08
293.59,15.98,14679.48,9692.02,4987.45
320.74,19.56,16036.81,11274.90,4761.91
149.78,18.71,7488.80,7802.42,-313.62
248.30,20.41,12414.79,10068.47,2346.33
151.22,20.18,7561.24,8051.48,-490.24
283.38,20.13,14168.81,10703.24,3465.57
408.39,21.05,20419.61,13595.58,6824.03
462.75,17.57,23137.34,13132.75,10004.58
329.60,20.82,16479.99,11863.17,4616.83
213.71,19.12,10685.73,9086.39,1599.34
413.21,20.40,20660.63,13429.52,7231.11
303.28,21.91,15163.82,11646.25,3517.57
210.91,17.55,10545.26,8701.64,1843.62
420.87,19.44,21043.40,13180.59,7862.82
360.71,19.76,18035.36,12128.63,5906.73
353.50,18.97,17674.77,11706.33,5968.45
347.47,21.80,17373.48,12574.72,4798.76
226.60,18.56,11329.93,9205.49,2124.43
229.93,18.89,11496.26,9343.10,2153.15
342.09,18.58,17104.34,11356.03,5748.31
232.58,22.18,11629.07,10159.61,1469.46
287.33,19.02,14366.66,10463.67,3902.99
367.94,20.92,18397.00,12697.34,5699.66
368.53,23.95,18426.61,13826.86,4599.74
290.42,19.85,14521.15,10765.00,3756.15
371.06,22.22,18553.14,13246.54,5306.59
386.38,23.34,19318.83,14019.08,5299.76
333.81,22.05,16690.68,12362.05,4328.63
235.18,19.97,11759.08,9695.73,2063.35
248.06,21.28,12402.86,10279.70,2123.16
258.71,17.43,12935.25,9508.00,3427.25
196.67,18.44,9833.30,8626.51,1206.80
247.83,18.79,12391.34,9656.83,2734.51
229.47,24.48,11473.32,10617.62,855.70
290.86,18.37,14542.84,10344.44,4198.39
414.41,18.35,20720.69,12602.44,8118.25
191.42,17.91,9571.22,8428.82,1142.40
350.41,21.12,17520.27,12400.43,5119.84
341.83,20.29,17091.56,11934.13,5157.43
187.52,22.17,9376.17,9158.05,218.11
421.30,21.34,21064.84,13991.53,7073.30
314.20,17.24,15709.92,10416.54,5293.39
270.58,18.39,13529.07,9974.76,3554.31
360.44,22.73,18022.01,13193.04,4828.97
243.49,19.59,12174.48,9770.79,2403.69
343.41,22.38,17170.69,12683.95,4486.75
156.36,19.70,7818.20,8080.47,-262.27
386.65,18.06,19332.69,11984.78,7347.91
289.35,19.39,14467.53,10611.52,3856.02
329.52,18.06,16475.83,10952.36,5523.48
233.04,18.87,11651.88,9397.16,2254.72
339.27,20.40,16963.50,11921.74,5041.77
365.02,21.02,18250.78,12673.80,5576.98
294.57,16.82,14728.44,9954.54,4773.91
325.12,19.97,16256.17,11491.17,4764.99
291.07,18.83,14553.28,10479.83,4073.46
407.95,18.70,20397.64,12630.01,7767.63
299.57,20.27,14978.67,11070.97,3907.70
387.50,18.90,19375.21,12323.48,7051.73
373.94,22.76,18696.86,13512.41,5184.45
281.22,22.38,14060.96,11292.59,2768.36
235.67,22.36,11783.58,10270.48,1513.10
280.24,19.01,14012.02,10327.42,3684.60
382.09,18.08,19104.53,11906.29,7198.24
234.95,20.16,11747.33,9737.48,2009.85
304.95,19.70,15247.42,11007.27,4240.15
375.45,18.78,18772.59,12051.87,6720.72
268.16,17.65,13408.06,9732.65,3675.41
330.82,19.92,16540.80,11588.85,4951.95
240.18,19.19,12009.02,9609.51,2399.51
193.50,21.38,9675.03,9136.40,538.63
371.75,21.33,18587.27,12929.41,5657.86
188.98,22.20,9449.01,9195.66,253.35
247.34,17.48,12367.24,9323.94,3043.31
392.34,20.80,19616.87,13161.45,6455.42
266.49,18.55,13324.29,9942.00,3382.29
453.56,17.56,22678.16,12964.19,9713.97
459.74,19.14,22986.76,13800.62,9186.14
246.50,22.14,12324.97,10456.86,1868.11
157.26,19.26,7862.80,8028.02,-165.22
346.39,23.13,17319.68,13012.40,4307.28
289.94,21.10,14497.23,11117.18,3380.05
189.78,19.21,9488.94,8646.00,842.94
347.04,22.32,17351.77,12745.86,4605.91
149.94,20.89,7496.99,8132.36,-635.37
398.10,18.13,19904.84,12219.44,7685.40
205.32,23.72,10265.98,9869.69,396.29
200.92,20.52,10046.03,9122.68,923.35
218.55,20.04,10927.43,9379.19,1548.24
443.62,18.29,22181.01,13113.34,9067.67
343.33,22.36,17166.35,12676.47,4489.87
373.94,21.03,18697.17,12865.73,5831.44
278.36,21.26,13917.79,10917.42,3000.37
264.03,18.98,13201.37,10012.55,3188.83
236.96,21.67,11848.12,10134.55,1713.57
296.09,21.82,14804.57,11461.79,3342.78
310.65,18.66,15532.46,10797.47,4734.99
328.37,17.17,16418.33,10636.75,5781.58
243.42,21.16,12171.03,10151.45,2019.58
435.91,16.85,21795.44,12346.51,9448.94
216.54,20.30,10826.81,9396.56,1430.25
447.58,19.11,22379.05,13551.26,8827.79
134.47,22.44,6723.72,8017.25,-1293.52
296.19,19.21,14809.44,10691.06,4118.38
263.31,22.21,13165.39,10849.26,2316.13
289.55,18.97,14477.59,10493.25,3984.33
314.67,22.00,15733.55,11922.76,3810.79
286.67,24.12,14333.69,11914.77,2418.92
282.18,17.86,14108.75,10040.75,4068.00
353.77,20.58,17688.69,12282.10,5406.58
341.48,25.00,17073.79,13536.90,3536.90
384.51,20.13,19225.42,12741.38,6484.05
241.41,20.12,12070.49,9858.03,2212.46
323.26,21.58,16162.90,11974.94,4187.96
317.83,20.08,15891.70,11382.80,4508.91
271.99,16.59,13599.28,9511.03,4088.25
297.19,22.26,14859.59,11616.85,3242.74
258.44,15.99,12921.90,9133.48,3788.41
206.52,19.17,10326.24,8958.34,1367.90
230.78,22.41,11539.13,10172.96,1366.17
191.88,19.29,9593.77,8700.68,893.09
340.77,18.61,17038.46,11342.60,5695.86
335.25,21.76,16762.61,12294.60,4468.02
437.14,18.30,21856.96,12998.67,8858.28
352.94,17.56,17647.16,11196.11,6451.05
164.53,20.55,8226.32,8380.86,-154.54
403.77,19.63,20188.46,12927.66,7260.79
395.19,17.51,19759.30,11920.75,7838.54
288.32,21.27,14416.16,11133.76,3282.40
317.98,20.93,15899.04,11655.01,4244.03
456.25,19.28,22812.69,13796.80,9015.89
306.57,19.42,15328.44,10952.75,4375.69
412.97,20.94,20648.49,13647.91,7000.58
181.51,22.38,9075.26,9062.22,13.04
223.63,19.43,11181.45,9346.10,1835.35
287.78,21.31,14388.88,11132.36,3256.52
317.74,21.13,15886.90,11713.93,4172.97
378.75,21.76,18937.46,13241.06,5696.40
469.36,20.08,23467.82,14424.03,9043.79
276.37,18.18,13818.75,10023.21,3795.54
161.59,19.08,8079.47,8082.32,-2.85
373.88,20.69,18693.99,12733.97,5960.02
322.10,23.64,16104.84,12613.38,3491.46
226.03,19.03,11301.47,9301.78,1999.69
298.96,21.61,14948.15,11460.46,3487.69
356.42,19.34,17821.01,11894.55,5926.46
364.47,20.22,18223.74,12370.02,5853.72
299.92,23.03,14996.18,11907.48,3088.70
256.26,21.53,12813.00,10516.91,2296.08
454.17,17.52,22708.39,12955.84,9752.55
335.89,18.86,16794.67,11333.29,5461.38
280.72,22.51,14035.90,11319.65,2716.25
249.79,20.28,12489.50,10066.68,2422.82
353.33,17.70,17666.56,11254.78,6411.78
239.19,18.36,11959.65,9392.08,2567.56
217.20,21.41,10860.20,9649.69,1210.52
306.06,21.99,15302.93,11729.87,3573.06
252.31,20.04,12615.61,10055.25,2560.35
327.70,24.95,16384.96,13176.30,3208.66
197.13,21.65,9856.72,9267.63,589.09
333.85,19.51,16692.67,11514.49,5178.17
250.54,18.37,12527.24,9602.15,2925.08
104.41,18.05,5220.42,6884.60,-1664.17
200.77,20.67,10038.57,9150.11,888.46
427.12,19.02,21356.25,13124.96,8231.29
396.99,23.35,19849.36,14268.65,5580.71
236.71,22.93,11835.34,10428.31,1407.03
366.85,21.27,18342.25,12801.38,5540.88
323.04,17.64,16152.08,10699.10,5452.98
451.75,18.66,22587.73,13427.74,9159.99
272.88,22.51,13644.14,11142.96,2501.18
340.37,18.87,17018.28,11424.01,5594.26
171.29,22.24,8564.71,8810.32,-245.61
278.04,20.95,13902.22,10824.81,3077.41
446.20,20.10,22309.93,13970.13,8339.81
307.95,18.59,15397.72,10726.21,4671.51
251.76,19.81,12587.88,9987.70,2600.18
198.09,20.38,9904.51,9036.94,867.57
345.99,22.07,17299.72,12634.39,4665.33
331.44,18.23,16572.14,11041.72,5530.43
272.96,19.47,13647.99,10315.72,3332.27
437.35,20.09,21867.63,13786.26,8081.37
142.15,21.33,7107.26,8031.30,-924.03
255.88,18.18,12793.89,9652.65,3141.25
420.54,17.37,21026.83,12303.40,8723.43
260.23,21.35,13011.68,10555.45,2456.23
242.06,16.96,12102.86,9106.28,2996.57
306.97,22.57,15348.27,11928.20,3420.07
381.27,19.69,19063.70,12506.58,6557.12
190.84,16.90,9541.95,8226.12,1315.83
432.48,19.04,21624.22,13234.14,8390.08
371.96,20.76,18598.01,12721.24,5876.77
220.42,18.93,11020.80,9173.49,1847.31
348.21,20.04,17410.64,11978.20,5432.43
275.49,21.48,13774.49,10917.57,2856.93
279.40,19.60,13969.89,10474.97,3494.92
368.33,18.13,18416.54,11676.32,6740.22
445.44,19.40,22271.81,13642.37,8629.44
200.66,22.83,10033.01,9581.01,452.00
283.44,23.37,14172.03,11624.04,2547.98
296.15,15.96,14807.56,9726.62,5080.95
273.51,22.18,13675.39,11066.96,2608.42
270.46,20.50,13522.78,10544.42,2978.36
164.66,21.85,8233.22,8597.58,-364.36
341.39,18.90,17069.53,11451.95,5617.58
286.81,16.46,14340.39,9721.85,4618.54
224.83,21.17,11241.70,9759.50,1482.19
378.69,18.12,18934.25,11861.03,7073.22
374.32,17.22,18716.06,11447.09,7268.97
297.26,17.36,14862.98,10161.38,4701.60
254.52,21.20,12725.94,10396.26,2329.68
329.85,20.28,16492.27,11688.90,4803.37
251.83,21.56,12591.47,10430.68,2160.79
237.41,21.34,11870.34,10065.82,1804.52
353.17,19.16,17658.54,11766.09,5892.45
156.80,19.86,7839.90,8113.86,-273.96
187.07,18.98,9353.58,8550.08,803.50
123.30,19.58,6165.18,7414.20,-1249.03
210.61,18.07,10530.70,8804.85,1725.85
174.29,20.78,8714.57,8621.94,92.62
481.67,22.15,24083.74,15669.21,8414.53
252.00,18.37,12600.13,9628.48,2971.66
209.28,22.56,10463.85,9721.82,742.03
238.85,20.23,11942.57,9831.26,2111.31
428.52,20.48,21425.80,13776.93,7648.87
304.07,16.60,15203.68,10047.97,5155.71
270.84,16.39,13541.87,9437.80,4104.07
399.36,20.29,19967.93,13102.28,6865.65
277.76,21.58,13888.08,10993.95,2894.14
263.71,18.66,13185.46,9920.08,3265.37
228.77,23.34,11438.67,10339.62,1099.06
273.85,21.47,13692.49,10879.52,2812.97
259.17,18.18,12958.45,9712.55,3245.90
339.33,20.06,16966.37,11807.48,5158.89
252.21,24.95,12610.29,11293.51,1316.78
316.09,17.51,15804.35,10536.22,5268.12
172.60,21.06,8630.21,8634.45,-4.24
223.71,19.35,11185.29,9329.72,1855.57
280.53,21.41,14026.69,11007.29,3019.39
428.98,22.53,21448.92,14666.84,6782.09
273.72,19.23,13686.22,10263.04,3423.18
336.07,22.24,16803.34,12473.40,4329.95
242.85,24.44,12142.65,10935.91,1206.74
200.81,20.13,10040.51,9042.82,997.69
168.43,21.57,8421.60,8633.04,-211.44
256.31,18.82,12815.54,9823.54,2992.00
212.31,20.04,10615.35,9254.32,1361.03
217.99,19.65,10899.33,9282.71,1616.62
361.66,21.59,18082.77,12809.54,5273.23
135.60,22.41,6779.78,8038.61,-1258.83
311.92,19.78,15595.85,11169.93,4425.92
274.23,23.07,13711.62,11325.78,2385.83
301.31,23.06,15065.72,11948.34,3117.38
312.99,21.69,15649.39,11789.86,3859.52
258.33,18.97,12916.66,9900.05,3016.61
253.65,18.78,12682.56,9762.64,2919.92
353.96,18.38,17697.97,11504.09,6193.88
398.52,21.90,19926.09,13726.96,6199.13
224.12,17.58,11206.15,8939.29,2266.86
188.37,21.35,9418.57,9022.42,396.15
409.58,17.84,20478.85,12305.94,8172.90
267.31,21.65,13365.35,10786.42,2578.93
310.54,20.03,15527.06,11221.52,4305.54
269.60,22.67,13479.90,11111.05,2368.85
200.32,22.28,10016.02,9463.72,552.30
318.74,22.87,15937.24,12289.73,3647.50
305.09,22.92,15254.65,11993.23,3261.42
227.43,20.29,11371.71,9614.02,1757.69
290.13,17.68,14506.51,10130.20,4376.31
372.55,17.89,18627.36,11666.72,6960.65
318.99,15.83,15949.32,10048.38,5900.95
188.05,17.83,9402.67,8353.49,1049.17
309.85,20.14,15492.33,11239.58,4252.75
345.79,18.88,17289.47,11528.74,5760.72
371.22,19.64,18561.11,12290.70,6270.41
327.75,20.99,16387.42,11877.94,4509.48
210.51,19.39,10525.54,9082.20,1443.34
347.73,17.76,17386.50,11174.41,6212.09
339.34,19.89,16966.84,11750.61,5216.23
144.21,18.20,7210.29,7624.98,-414.69
281.49,19.46,14074.66,10477.42,3597.25
263.21,22.69,13160.27,10970.96,2189.31
337.37,19.46,16868.73,11564.97,5303.76
231.49,23.54,11574.74,10449.83,1124.91
319.08,22.86,15954.25,12295.33,3658.92
416.67,18.84,20833.61,12850.68,7982.93
372.82,17.78,18640.79,11627.83,7012.96
420.73,19.89,21036.61,13370.42,7666.19
458.53,22.31,22926.64,15228.33,7698.31
129.22,19.02,6460.83,7457.65,-996.82
326.27,21.82,16313.70,12118.05,4195.65
281.73,22.42,14086.69,11315.59,2771.10
394.11,18.45,19705.75,12272.19,7433.56
241.93,18.65,12096.69,9511.55,2585.13
461.04,21.43,23052.15,14878.00,8174.16
324.21,20.30,16210.32,11582.59,4627.73
371.48,18.63,18574.07,11919.91,6654.16
182.75,19.30,9137.62,8526.32,611.30
221.15,19.86,11057.36,9391.75,1665.60
360.98,16.87,18048.79,11089.77,6959.03
141.94,21.53,7096.98,8056.14,-959.16
378.96,19.04,18948.19,12216.46,6731.73
133.41,15.00,6670.27,7001.08,-330.81
334.38,19.95,16718.92,11671.61,5047.32
270.90,18.52,13545.10,10016.25,3528.85
323.70,23.38,16185.18,12567.43,3617.75
344.06,18.83,17202.97,11478.33,5724.64
265.52,17.80,13276.17,9727.57,3548.60
192.94,21.02,9646.77,9054.71,592.07
174.64,18.68,8732.18,8262.19,469.99
318.66,18.44,15932.87,10876.39,5056.48
304.17,21.02,15208.73,11393.45,3815.28
356.39,17.92,17819.48,11386.17,6433.31
301.96,17.09,15097.83,10159.07,4938.77
283.84,23.45,14191.80,11656.52,2535.28
278.46,21.16,13922.86,10891.88,3030.98
146.00,19.47,7299.87,7842.80,-542.93
263.84,19.99,13192.16,10275.03,2917.13
456.20,21.01,22810.03,14585.56,8224.47
399.42,21.95,19971.19,13766.03,6205.17
262.33,18.49,13116.38,9849.93,3266.45
318.41,20.73,15920.30,11601.29,4319.01
389.47,18.99,19473.64,12394.76,7078.88
287.89,19.62,14394.41,10648.95,3745.45
137.90,20.32,6895.14,7802.38,-907.23
177.21,19.99,8860.32,8541.76,318.56
302.09,21.47,15104.47,11486.20,3618.27
450.55,20.97,22527.73,14450.01,8077.72
343.34,16.98,17166.86,10831.12,6335.74
175.32,17.28,8766.06,8030.32,735.75
223.08,19.26,11154.04,9296.66,1857.38
364.74,23.66,18237.21,13628.84,4608.36
387.37,18.30,19368.65,12087.69,7280.96
325.12,19.58,16255.80,11366.93,4888.87
331.34,18.93,16567.01,11271.38,5295.63
147.61,18.89,7380.65,7788.69,-408.04
382.88,20.36,19143.90,12794.05,6349.85
369.85,22.80,18492.70,13433.25,5059.45
243.95,20.91,12197.71,10101.55,2096.16
347.34,18.39,17366.87,11388.56,5978.32
231.10,25.00,11555.22,10777.61,777.61
156.80,20.16,7840.08,8160.67,-320.60
226.85,18.85,11342.50,9275.11,2067.39
219.54,22.82,10977.10,10010.87,966.23
264.38,19.06,13218.86,10039.52,3179.34
282.96,23.33,14148.22,11600.38,2547.84
301.72,18.26,15085.76,10508.93,4576.83
295.30,22.86,14764.77,11750.47,3014.30
247.15,20.40,12357.64,10042.44,2315.21
148.31,22.58,7415.40,8349.10,-933.71
322.26,23.80,16112.95,12670.90,3442.05
277.93,17.73,13896.57,9929.05,3967.52
254.58,22.55,12728.81,10741.08,1987.72
396.83,17.18,19841.34,11818.35,8022.98
357.66,17.91,17883.02,11404.14,6478.89
393.33,18.39,19666.44,12234.57,7431.87
298.99,21.01,14949.70,11281.05,3668.65
202.35,20.07,10117.25,9060.26,1056.99
344.11,19.67,17205.40,11767.14,5438.27
228.40,20.29,11419.87,9634.75,1785.12
287.88,21.18,14393.93,11098.01,3295.92
172.11,21.34,8605.57,8672.26,-66.68
381.78,22.19,19089.14,13471.12,5618.01
200.38,23.64,10018.78,9736.89,281.89
411.95,19.96,20597.67,13221.47,7376.20
395.78,18.96,19789.06,12503.15,7285.91
292.79,21.23,14639.32,11215.00,3424.32
356.99,17.71,17849.73,11322.91,6526.82
325.52,18.64,16275.84,11068.48,5207.36
374.49,22.00,18724.26,13238.21,5486.05
285.86,19.75,14293.06,10646.26,3646.80
369.10,17.58,18454.90,11490.08,6964.82
292.34,17.02,14617.24,9975.82,4641.42
431.28,20.10,21563.89,13667.58,7896.31
297.26,22.28,14862.78,11623.98,3238.80
292.38,22.26,14618.93,11507.50,3111.43
368.87,20.22,18443.66,12459.26,5984.39
380.53,24.02,19026.35,14139.43,4886.92
311.21,19.79,15560.61,11159.00,4401.61
219.93,19.72,10996.63,9337.70,1658.93
293.44,15.00,14672.21,9401.66,5270.55
449.46,19.11,22473.05,13587.07,8885.97
359.43,21.70,17971.29,12800.99,5170.30
377.09,23.13,18854.47,13721.30,5133.18
151.24,18.34,7562.25,7773.76,-211.52
293.47,20.92,14673.26,11140.61,3532.64
331.86,22.09,16593.11,12332.08,4261.03
383.39,20.02,19169.61,12676.44,6493.17
162.78,15.43,8139.22,7512.32,626.90
391.35,20.49,19567.48,13020.55,6546.94
309.93,21.52,15496.33,11670.51,3825.82
225.64,18.11,11281.94,9085.23,2196.72
259.31,19.49,12965.62,10054.44,2911.18
250.18,17.69,12509.06,9425.46,3083.60
306.27,15.00,15313.50,9594.05,5719.45
164.30,22.05,8215.14,8623.54,-408.39
212.62,19.99,10630.92,9250.77,1380.14
377.59,23.20,18879.43,13758.30,5121.13
203.00,21.71,10149.83,9408.00,741.83
236.64,19.29,11832.22,9565.25,2266.98
290.45,19.83,14522.30,10760.60,3761.70
303.45,21.13,15172.70,11412.70,3760.00
362.48,21.93,18124.11,12950.60,5173.51
289.17,20.65,14458.67,10970.08,3488.59
370.34,22.21,18517.17,13225.77,5291.40
